"selection1_name","selection1_selection2"
"Delta Air Lines customer review","Worst experience ever! Cancelled our connecting flight out of JFK leaving us stranded at their hell hole of a terminal for 20 hours and telling us that the next available flight was almost 3 days later. Employees spent their time sleeping chatting with one another or doodling on notepads. Bathrooms were disgusting. Every employee gave us different and conflicting information or showed no interest in helping us at all. Lost our bag and then told us that they wouldn't ship it to us we had to drive back to our final airport destination and pick it up. I will never fly with Delta ever again."
"Delta Air Lines customer review","Return leg of a paid first class ticket LAS-ATL-GSO. Seemed like circumstances were lining up to give my wife and I a major headache - Bad weather on the East Coast late (mechanical not weather) departure from LAS tight connection in ATL and no seats ex LAS going anywhere East. Helpful agent and supervisor booked hotel in ATL in case we misconnected but we didn't need to have worried a fine tailwind got us to ATL in time for our connection. Newer planes on these 2 legs; the aircraft on the LAS-ATL leg even had a rudimentary IFE system. However my joy was short lived as my headphone jack didn't work and I was denied the opportunity to watch reruns of a few TV programs. Food was fair (basically the same as the outbound journey) seat comfortable service attentive ground staff throughout helpful and efficient. I'll stick with Delta through this purple patch they are enjoying."
"Delta Air Lines customer review","All flights delayed some due to weather others to ""no staff for flight crew"". Missed all connection flights. Help desk staff extremely rude and condescending especially in JFK. Will never ever fly this airline again. Info given by crew 10 min before landing late regarding new gate and terminal incorrect."
"Delta Air Lines customer review","I just tried Delta's ""Business Elite"" from JFK to BOG on a 737-700 and what a ripoff! These ""premium"" seats offer a pitch of just 37 inches (that's less than JetBlue's premium economy); they also recline quite a bit and the result is a wedge experience which made for one of the most uncomfortable flights I can remember. I couldn't even open my computer until my neighbor decided to join his wife in much more comfortable bulkhead coach. Soft service was fine and dinner actually surprisingly good accompanied by a decent German Riesling. But seating comfort is still paramount and this was unacceptable."
"Delta Air Lines customer review","The gate experience is good with staff pointing the way. This is especially good at Paris DeGaulle where there are endless gates and lines and confusion. Once on board the experience lessens as the attendants seemingly are frequently tired and occasionally indifferent. I have never been hot (not warm but hot as in a cabin temp of the high 70's) on an overseas flight. A request to a attendant brought the equivalent of a sleepy shrug. The food is edible and the presentation tries to be quality but it falls flat with the quality of the food and the occasional rush to serve and clear. I hate the business class pods - ok for the sleeper or someone doing work but impossible to talk or interact at all with a companion. Baggage handling is excellent for sky priority. Delta clubs vary from seedy (JFK) to nice. Nothing as nice as the Air France clubs at Paris CDG."
"Delta Air Lines customer review","Paid for 1st class GSO-ATL-LAS. Delta continues to do a good job in their attempt to be a cut above the other Legacy airlines? Flights were on time check in and boarding easy food good. Service prompt and efficient if not jaunty. The flaw in the program in my view is the age and features of the equipment. DL's policy is to fly them until they run out of hours and our sky veterans had amassed 51 years between them! No IFE on either flight an ugly and not overly comfortable first class seat and 25 year old bathrooms - my ongoing pet peeve with DL."
"Delta Air Lines customer review","I flew from YYZ to Detroit to Seoul I was sceptical at first flying Delta because of all the negative reviews. I am very pleased with the whole experience. Enough leg room great entertainment system and great food. I love the snack bags in the middle of the night and bottles of water. Little details really makes a huge difference the ear plug and eye cover warm wipes and cold wipes after boarding and when you wake up. Even the washroom is roomy. Flight attendants are efficient. I will definitely try to fly Delta whenever I can."
"Delta Air Lines customer review","Flew PDX to AMS. Flight departed slightly late but actually arrived early. At check-in I enquired as to whether I could pay to upgrade myself to business class but they said they don't have such a program for last minute upgrades which was rather odd as other airlines regularly do it for a fee. Having said that in many ways I was glad I didn't as my normal economy seat was extremely comfy with loads of personal space. Delta has the best inflight entertainment system I have used with a massive selection of entertainment. Having said that they really need to do something about their meals as they were awful and almost as bad as Air Canada. I didn't eat my main course as it smelt awful food but was supposed to be beef stroganoff. The food was the only thing to let Delta down as their cabin crew were friendly and efficient making sure we had regular supplies of water to keep us hydrated. Id definitely fly Delta again but would order a special meal to see if said meal would be better."
"Delta Air Lines customer review","Flying to Detroit From Tampa on a 737-800. Service on the plane: it was a good experience. Flight Attendants were polite and cared about me and other passengers (unlike United and BA). Food was only pretzels and cookies and a drink of choice (it was only a 2hr flight). Seats were comfortable. Service in the airport-Good service no long lines and friendly airport crew! I enjoyed Delta and will fly them again!"
"Delta Air Lines customer review","DCA-ATL-DCA MD-90; Economy. ""We love to fly and it shows"" used to be Delta's slogan. Standards have slipped a lot since then. DCA counter bag drop-off was prompt after online check-in and the outbound flight was on time. It is amazing how many seats they have crammed into this aircraft recently to make money from Economy Comfort seats. The seat itself is reasonably comfortable for about two hours but the reduced legroom is awful. I am average height so I feel for taller people. Both planes were very clean and appeared well-maintained for 18+ year-old aircraft. A drink and mini pretzles were served on both flights. ATL bag drop-off after online check-in was quite quick. The inbound flight was delayed by 75 minutes but they made-up 25 minutes of that lost time. Flight attendants outbound were friendlier than those inbound. Overall this type of service will be acceptable for two to three hour flight segments and I will use Delta again."
"Delta Air Lines customer review","We flew from Atlanta to Portland the check in process was chaotic and disorganized. We had checked in online but had not printed our boarding passes. One representative told us to leave the line and finalize the check in at the kiosk. We got out of line to do this and the kiosk was out of paper we got back in line and the same rep told us to go back to the kiosk - we refused. There was only one kiosk working at this time! The rep at the counter was much better informed and completed our check in within a couple of minutes. This kind of disorganization caused at least one customer I talked with to miss her flight! In addition there is so little leg room that it is ridiculous and so uncomfortable. I did not feel like the staff were very friendly or helpful. On a positive note our plane landed on time and our luggage was there too."
"Delta Air Lines customer review","Flew MAN-ATL-HNL and LIH-LAX-ATL-MAN in Business Elite/First. Outbound flatbeds on both legs although I found the 'herringbone' 330 better than the 'offset' 767. Food and drink good on both but I noticed that Delta have stopped their wonderful hot nuts on Business Elite (MAN-ATL) but they were still served on First (ATL-HNL). Return LIH-LAX was delayed 3.5 hours due to computer failure at LAX. Delta contacted us (unlike United) so we were able to delay our arrival at Kauai Airport (LIH). The 757 on this route was very tatty with a number of broken footrests and ought to be retired. We made the connection at LAX and ATL and arrived at MAN 30 minutes early. Refreshments on the two First segments were acceptable and excellent on Business Elite. The staff on all flights were very attentive."
"Delta Air Lines customer review","Flight 387 from GUA to LAX on 4/26/2014. Delta procedures at GUA appalling! Each time I fly back on this route things get worse. It appears that you can no longer check in at a counter. After taking our 6 bags to the check in counter we were told to go back to kiosks to do our check in while the Delta employees sat around. If this was a domestic flight I would say there would be no issue. The fact that you have to attempt scanning of passports makes things a bit more difficult especially if you're not used to it. This process took an additional 20 minutes for the 4 of us. As the check in area isn't air conditioned the extra wait time left us sweaty and fed-up by the time we made it to the gate. Plane was late coming in. While waiting in the boarding line we looked to find that 3 of 4 seats had been changed. We went back to the ticket desk at the gate and fortunately were able to get our old seats back. By the time we got onto the plane and took our seats it was apparent that Delta lets babies travel in the first class cabin. The next 6 hours on the plane were frequently interrupted by a two year old that couldn't be controlled by her mother. The flight attendants tried to pacify the child but stopped short of requesting the mother take her child back to economy with the rest of her family. The screaming child aside cabin crew service was great. My four year old was again able to visit the cockpit but found little to do afterwards a this 757-200 only had communal IFE. Either watch the screen in front of the plane or watch nothing else: none of the music stations worked either. Food so-so but drink/snack runs frequent. If a drink/snack was requested in-between nothing was too much trouble. The final act of the Delta ground crew was to bus us to the Bradley Terminal after landing. It took 2 hours from the time the plane landed until we got our bags and I was surprised they were still on the carousel once clearing customs. After all most other international flights come through this terminal. The morning flight always has customs clearance at Terminal 5. If flying Delta was all one had to do it might not be such a bad experience as the flight crews are great. It's the pre post and sometime in-flight policies that Delta management have dreamt up that will make me never fly Delta on this route again. We paid for these tickets as opposed to upgrading so to say we were let down is an understatement. Next time it will be Taca/Avianca."
"Delta Air Lines customer review","May 1 2014 Washington DC (DCA) to Minneapolis St. Paul (MSP). I bought an economy class ticket but Delta gave me an economy plus seat. Economy plus had a little more legroom and padding than economy but the seat recline was almost the same as in economy - I couldn't tell the difference. Based on this experience I would not pay extra for economy plus. Delta charged $2.00 for headsets with which to listen to a movie displayed on overhead screens situated every 4-6 rows. I didn't buy the headsets or food so I can't comment on catering or entertainment. Boarding has turned into an unpleasant experience passengers crowding the gate so they can board first and secure overhead bin space. My flight experience deteriorates each time I fly Delta. My spouse is a Platinum frequent flyer which is the only reason I patronize this airline -- no cost award tickets. I can't wait to fly Southwest or Jet Blue (domestic) or Air France KLM Lufthansa international. It seems as though the smiling CEO on the inflight video has nothing but contempt for his economy class passengers."
"Delta Air Lines customer review","Flight DL0187 Date: Apr 25 2014. More expensive than other airlines. Lunch was served at 10am GMT 2 hours after departure! They had a lot of time to serve it later as we still had more than 5 hours ahead (going to Boston MA USA). You had to pay for entertainment. Many empty seats in first row but you cannot take them without paying extra! Attendant was chatting too much and very loudly and I couldn't sleep. Many broken seats won't come back to straight vertical position. They didn't have any diet or light soda but Fresca."
"Delta Air Lines customer review","Flight 67 to Atlanta connecting to flight 1384 to Orlando on April 28. My mother returned home from Zurich to Orlando after visiting us in Europe. Unfortunately while here she spent time in the hospital. Various Delta employees with whom we were in contact were extremely helpful in rebooking flights and assisting her before during and after her flights including wheelchair support. She enjoyed the flight (in economy comfort) the service the food etc. As a family we have flown Delta during many years and continue to be impressed with the airline more so recently with the many improvements they have and are implementing. We will happy continue to recommend Delta airlines."
"Delta Air Lines customer review","Just returned from: IND to SJU via ATL. First class on IND-ATL segments (MD 90) and so-called Business Elite on ATL-SJU segments (737-800). On all segments aircraft interiors were clean and well maintained and cabin attendants were good. Boarding on all flights was total chaos and food on the ATL-SJU segments was inedible. No food on other segments. Seats not what one would call comfortable or roomy. Not worth the price paid."
"Delta Air Lines customer review","April 27th overnight flight from San Francisco (SFO) to Washington Reagan (DCA) with stopover in Detroit (DTW). Economy seats on flight from SFO to DTW were extremely uncomfortable: hardly any legroom - very little padding no padding on armrests and minimal recline. These are the worst airline seats I've experienced. Delta offered a thin blanket but no pillow. I was unable to sleep. The economy seats from DTW to DCA had slightly more recline and were therefore tolerable. Delta didn't offer food for purchase on these flights and I didn't pay the $2.00 for a headset on the SFO to DTW flight so I am unable to rate food or entertainment (I gave Delta one star for each)."
"Delta Air Lines customer review","The food was disgusting and the fact that I was travelling from the UK to the USA and there was no entertainment was horrendous. My kids had to look at the front of a seat for 8 hrs and my daughter had to sit on my lap but she could not sit properly because there was no space. When we got given food it kept going everywhere because we were so squashed. The loos were dirty and small. The staff were no good they didn't help out. I wouldn't recommend them."
"Delta Air Lines customer review","Flew Atlanta to Seattle. It is a 5 hour flight. If you want to eat you have to buy your meal however they do not have enough sandwiches so when the cart got to the end of the plane there was nothing left. If you want to watch a movie you have to pay $6.00. It costs $30.00 to check each bag. Just be aware that the price you pay for your ticket is just to get you from a to b just like greyhound."
"Delta Air Lines customer review","Flew from LAX-ATL on B777-200 then ATL-CMH on A319. Both legs were great and crew very attentive. First class seat on the B777 was a comfortable seat if somewhat difficult to settle into at first. The A319 was uncomfortable and took a while to find that special spot to get comfortable. All considered the service I got for what I paid was excellent. Bags were first off the carousel and waiting when I got there which I liked a lot. Only issue was the miserable check in lady in LAX. DL also need to re think their lounge policy for First class passengers."
"Delta Air Lines customer review","The review is for Delta which was our return flight home from Pittsburgh. We were to leave on Flight DL 5217 on 20 April. Delta Airlines has a poor fleet of plains. They were under staffed and had 2 mechanical breakdowns and were unable to find us other flights. We needed to be home for surgery the next day and paid extra to fly out on Easter. Because we booked with Expedia they said that they Delta was not to blame (they blamed United). Worst case of passing the buck ever! (Only bright spot were the front line staff - like the desk agents who remained 3 hours extra to rebook all the passengers)."
"Delta Air Lines customer review","MAN-Atlanta Atlanta-Memphis Memphis-Las Vegas Las Vegas-Salt Lake City Salt Lake City-Memphis Memphis- Detroit Detroit-Amsterdam April 2014. All of our America trip was with Delta and everyone was excellent in every way. From check in to boarding to seat leg room were superb. The pilot and cabin crew were so friendly the captain thanked everyone on each flight personally standing at the entrance with the cabin crew. 7 out of our 8 holiday flights were with delta and we had no problems with any one was with KLM see that review."
"Delta Air Lines customer review","Travelled Dublin to Salt Lake return trip. I normally travel BA which is good but in comparison Delta is a horrible travel experience. The flight attendants are fine but the aircraft used on all four segments were very old and there was a 'domestic' feel to flight that you just don't get with BA which in comparison has newer and cleaner and more spacious aircraft. Perhaps the biggest issue was that Delta typically fly 757 aircraft compared to BA's use of 747 or A380. It just felt far too cramped for long haul. The biggest insult was having paid > $2000 for a return flight to being given a 'beaker' of 100% plonk despite having asked for 'red wine'. I really wanted a glass of wine but if there was a plant nearby I would have dumped it there it was absolutely foul - I'm not a wine snob and would drink anything reasonable but this drink poured from a large container was sickening. I'd fly Delta again but only as a last resort. Having said that the flights were all on time or early maybe lucky but I'd hate to be delayed if the only wine they had onboard in 'coach' was what they gave me on those flights. One more thing although they had VOD the content on offer was very limited with only a handful of movies on offer (in contrast BA usually offer > 30 movies with similar ratios for TV and Music)."
"Delta Air Lines customer review","Flight from Atlanta to Jacksonville NC canceled due to mechanical problem. Their solution was to spend the night in Atlanta at our cost and fly to Jacksonville 20 hours later. Ended up fling to Raleigh and renting a car at our cost and driving to Jacksonville. They are not concerned in the least. Will avoid Delta in the future."
"Delta Air Lines customer review","Flight from MSN to LGA going east was very good. Return west was very poor with cancellation of late night flight and re-booking for next morning and long (2.5 hours) delay on morning flight due to a mechanical problem after plane was loaded and de-icing equipment issue in Mid-April at LGA. Very long and stressful flight experience."
"Delta Air Lines customer review","Flew LHR-JFK and connecting internal flights to MCO. Excellent service at the airport and onboard. Very helpful and friendly cabin crew on all legs of the journey. Planes were clean and comfortable despite being a little old. Flight crews were very informative about potential turbulence flight times etc. There was a good selection of up to date movies and TV series available on personal entertainment screens for the long haul parts. Cabin crew would frequently offer drinks served dinner and a breakfast plus newspapers and other amenities on this section. Punctual and a pleasant experience. Would definitely fly with them again."
"Delta Air Lines customer review","Madison WI to Gainesville FL via Atlanta. Flight delayed by a few hours leaving Madison. There was a decent snowstorm going on at the time and I presumed that was the cause of the delay. Arrived late in Atlanta and just missed the connecting flight to Gainesville. Delta staff at Atlanta said the delay was actually due to mechanical reasons and promptly provided meal and hotel vouchers for an excellent hotel and rebooking on the first flight the following morning. Obviously the delayed flight is a negative but in this particular case Delta efficiently made adequate accommodations for stranded passengers in a situation where it would have been easy for them to blame the weather and refuse to make accommodations at all. For that they deserve some commendation."
"Delta Air Lines customer review","Horrible service horrible planes Delta does not care about their passengers. No matter what happens they only have on excuse - technical problems with the plane. I booked my flights with Delta because the price is usually $30-50 cheaper but I've learned my lesson - it's not worth it. (I fly about 10 times a year and have done so for last 6 years) I don't remember their flight being ever on time. They've failed 100 out of 100 times. I wish everyone would stop flying with them just to show them that in order to stay in business they have to take care of their customers."
"Delta Air Lines customer review","I have flown Delta for 20 years and the last few have become completely horrible. The company does not appear to care about the customer any longer. The seats have shrunk to petite size on most flights and I am fairly thin. My knees are in the back of the seat in front of me when I am in coach. The flights are consistently late on departure and arrival. The flights are typically oversold which creates a capacity issue for their service. As a frequent flyer and a business person I can understand the need to increase operating margins but at what cost? I think the executive team should eat their own dog food and ride non-private flights. I am considering abandoning my gold status at Delta for an airline that can do more than lip service."
"Delta Air Lines customer review","Booked on Delta flight out of a local regional airport MLI to New Bern North Carolina via connection in Atlanta. Flight was scheduled to depart at 4.59pm. It was pushed back to 7.30 as the incoming flight out of Atlanta has mechanical problems and they were bringing in another plane. Flight delayed a second time to 8.39pm and cancelled. Both at the delay and cancellation the customers had to leave the secure area and go back out to the ticket counter. We were told the flight was cancelled because the crew timed out. All flights on Delta out of Chicago and United were booked. They have no reciprocating agreement with Southwest or U.S. Air and could not see their reservation. Delta told us to come back the next day at 4.50 for that flight. We finally via the internet were able to book a flight earlier the next day out of Chicago with U.S. Air for $400 more than the original ticket. We had purchased insurance through Alliance. Delta would only refund the ticket price and would not pay the difference. The people at the ticket counter were less than helpful they had given up and didn't care. I won't be flying Delta again not if I can help it at least. U.S air was on time and staff was very friendly."
"Delta Air Lines customer review","AF3628 (operated by Delta) Paris-NY JFK 6th April. Extremely disappointed with Delta the only normal element was that the flight was on time. The staff service was not pleasant and not helpful. The lavatory (even before taking off) was dirty. No newspapers (we'll give you whatever will be left after business class passengers have been served). The food was appalling and a horrible non-descript sandwich (which almost everyone put aside) should not be called a ""meal"". What a trip."
"Delta Air Lines customer review","I went DTW-SFO AND SFO-DTW. Took Delta Airlines Boeing 767-300 both ways. The seat comfort was great! There was a lot of leg room. The staff wasn't very friendly. They weren't smiling that much or very polite. There was a lot of food selection and prices were decent. We got complimentary drinks twice which was great. The inflight entertainment system has a ton of selection although most of the movies and tv shows cost money. But the music selection was amazing so it was great. Overall the Delta flights were really good and I would definitely fly it again."
"Delta Air Lines customer review","Extremely dissatisfied with Delta. Original flight delayed with no explanation. Missed connecting flight by 5 minutes. The next flight I was able to get on and still make my appointment at my destination - at boarding time was advised of ""mechanical issues"" and not sure of length of delay. For the price of airfare this lack of service and commitment is unacceptable."
"Delta Air Lines customer review","I fly international in economy class from Seattle (SEA) to Japan (NRT) about twice every month. I have flown this route more than 10 times already and with a variety of different airlines. At first I was sceptical about flying with Delta but Delta has made up a lot of ground recently in my opinion. While Delta is no match for Singapore airline's service and no match for ANA's food it does beat out United airlines in both of these categories. One major problem I have with Delta's international flight is that they really only served one meal whereas Singapore and ANA gave you a full 2 meals. Over a 9-10 hour flight having only one major meal feels a little lacking and will leave you hungry walking off the plane. The food that is served is also not exciting but gets the job done. In-flight entertainment is good with plenty of choices and nice screen size/brightness. I fly often so this is particularity important especially over such a long segment. Seat comfort is mediocre but its economy so you get what you pay for however I have used Premium Economy seating with Delta and I'd have to say its worth the few extra $. If flying ANA on this segment on a 787 Dreamliner your Regular Economy seating will outclass Deltas Premium Economy seats however. To rap up I'd say since Delta is usually 100$ cheaper than the other competitors mentioned above you really get what you pay for."
"Delta Air Lines customer review","DL010 ATL-LHR on 7th March. Very tight connection from Dallas through Atlanta made the flight with minutes to spare and my bags made it onto the flight too! Extremely attentive cabin staff comfortable lie flat bed good selection of food and drink IFE was a little dated but didn't mind as was tired and needed the sleep. Flight arrived early quick bag delivery. All round great experience."
"Delta Air Lines customer review","We had a very good flight from DUS to LAX with transfer in ATL. Service on both flights was good even if meals on the inner-USA flight were not for free."
"Delta Air Lines customer review","Our flight from LAX to JFK was on time and we arrived earlier than planned. Service was a little slow due to the reason they don't accept cash payment for meals and Credit Card verification wasn't that fast. Inflight entertainment was really good!"
"Delta Air Lines customer review","Economy Comfort DTW-LAX on a 767-300 and LAX-DTW on a 737-900. To LAX the 767-300 seat was good although it did not have the adjustable headrest. Multiple drink runs and plenty of cookies peanuts and pretzels. Personal entertainment had okay choices. Back to DTW the 737-900 was great. Seats were very comfortable. Again multiple drink runs and lots of snacks. Purchased the fruit/cheese tray and tapas both of which were very good. The personal entertainment had tons of movies. Overall - very good experience. I hope that all aircraft get seats with adjustable headrests as they do make a difference on a 4+ hour flight."
"Delta Air Lines customer review","I flew LA to NYC on a red-eye flight this past Sunday March 23rd. The boarding process was an absolute nightmare and that was in part due to some horrible service (more to come). More than 15 people had to check in their bags and all passengers in Economy that could keep their luggage on board were having to put their belongings aisles down in the bins creating a huge mess upon landing. While entering the plane and attempting to put our things away we were ""greeted"" by an extremely sarcastic condescending and ""rudely-friendly"" air hostess who would individually call out any person taking longer than 15 seconds to put away their things. After embarrassing quite a few passengers including myself who were tired and exhausted and about to take a 6 hour red-eye she proceeded to call one passenger ""cute very handsome"" and helped him out by putting his luggage in first class. A few minutes later after everyone else was told to check in their bags a mother came in with a son with special needs stated she had to keep her luggage on board because his medicines and change of clothes were all in there and the hostess proceeded to tell her there's nothing she can do except give her a bag for her medicines. After take-off (which was 25 minutes late) the passengers proceeded to sleep (as one does past midnight) and the air hostesses (namely the sarcastic one) proceeded to talk at full volume inconsiderate of the passengers. As a side note the other hostesses were quite nice. After 6 hours on a rather uncomfortable seat we started our decent with yet again the sarcastic hostess picking out her two favorite passengers and offering them secret mimosas while the rest of us looked on. Not a good experience pretty frustrating and undoubtedly embarrassing."
"Delta Air Lines customer review","Paid $622 for so-called Sky Priority First Class from Detroit to Tampa. What a joke! My checked bag was taken off the non-stop because they were overweight. I guess Sky Priority means they ditch your bag before everyone else. Planes are filthy. First class lavatory filthy. First class crowded with coach passengers using forward lavatory. No attempt by FAs to deter this. First overheads filled with coach luggage. Several first class flights last year on AA were terrific also first on Icelandair - also terrific. Save your money - Delta is now a low cost low service airline do not bother to pay for First class."
"Delta Air Lines customer review","3/24/14 I was set to departing from Atlanta to Greensboro NC on flight DL4933 and returning from Greensboro NC to Atlanta on DL1461. Upon boarding I noticed that there was a climate issue on the flight where half of the plane was extremely cold and the back half of the flight was unbearably hot. I was not the only passenger to complain to no avail to the flight staff. After about 30min on the runway with no movement we were notified that there was an engine malfunction and all passengers would need to depart the aircraft. We were told at 8.50am that the maintenance would take an hour at the most. It is now 10.33am and there has been no resolution to the situation. The ladies at the customer care center across from D27 have been the only people to attempt to assist me. I attempted to inform the representatives at the departure gate (D13) that I was attempting to go to a funeral and any options would be appreciated and they stated that they understood and asked me to take a seat and wait. As a result of my flight not being ready to depart Atlanta at 10.40am and the viewing in Winston-Salem NC beginning at 11.00am I was unable to pay my respects."
"Delta Air Lines customer review","Flew Washington to London via Atlanta. Flight from Washington to Atlanta was fine drinks service and pretzels provided however bad weather meant the service was suspended. Annoying the flight was full and warnings were given about hand luggage due to the flight being full however quite a lot of other passengers had loads of luggage including massive cases that would normally be checked in. Flight from Atlanta to London was fine meal service delayed due to bad weather but meal was tasty and full drinks service offered. On demand TV with good selection would definitely fly Delta again."
"Delta Air Lines customer review","BOS-ATL-LIM-ATL-BOS in Business Class. Flight experience was excellent. Great crews very comfortable lay-flat bed seating wonderful IFE superb meals. Additionally very good wines offered. I have never had aged wines on a flight before. The return from LIM to ATL was canceled due to a mechanical issue and DL had to fly the part down on their flight from ATL the next day. DL did a commendable job accommodating the over 200 passengers. Excellent pro-active customer service. The only part of this trip that was any type of letdown was the Club in ATL in Terminal E. The Club was packed the seating awkward and uncomfortable the food offerings pretty bad and the Wifi so slow it was unusable. The BOS Club was great however. All in all a very good experience yet again with DL."
"Delta Air Lines customer review","Flew Jan 22 from Burlington VT to Tampa FL. They changed planes giving us a smaller one so they ran out of seats they offered compensation took the flight up to Atlanta GA. No heating on plane we were freezing attendants kept there coats on for the trip. No hot drinks peanuts pretzels or soft drinks. Next flight to Tampa was ok on way back the plane land in LaGuardia NY put us onboard waited an 1 hour before leaving while the plane was being de-iced they had only one truck there to de-ice 3 planes. They compensate us with peanuts and pretzels - very disappointed with Delta."
"Delta Air Lines customer review","Flew GSO to CZM through ATL. We received complimentary upgrades to business class. The meal was the best meal I have had on a plane and the sandwich and puree would have rivalled sandwich shops. Everything was excellent. The seats were comfortable and the flight attendants were helpful and courteous. Highly recommend."
"Delta Air Lines customer review","Our flight to Tulsa has been delayed for almost 5 hours. During this time we have not been given satisfactory updates. We've only been told mechanical difficulties. 5 hours later they are still trying to decide if they will bring another plane. I will not fly Delta in the future."
"Delta Air Lines customer review","DL1467 13 Mar ATL-SAN. Flight operated with 767 equipment. As with all DL west coast flights medallion upgrades limited to a very few high Diamonds (I am a platinum medallion and was about 17 on the list for 5 upgrade seats). However the Economy Comfort seat was quite comfortable but more importantly the inflight service was superb. Flight time was 4hrs 15mins and the somewhat senior cabin crew provided non-stop service. Two drink runs water in between and a flight attendant always in the aisle. Special requests fulfilled graciously. This was true Delta service from the heart and was to me a benchmark of what DL can be. Even though I am a Million Miler I was impressed by one of the best flights I have had."
"Delta Air Lines customer review","Flew DL007 from DXB to ATL. I have traveled this flight 12 or more times. Most of the time my experience is always positive. This specific trip the IFE was not working very well for the first 3+ hours of the flight. They had to reset the system about 4 or 5 times. I was seated in 44J (Exit row window seat). I always sit in Row 44 which is the row with nothing in front of you. I am a frequent flyer so I have this option. The food was decent. The mid flight snack is normally just a turkey sandwich and a mini banana. You can normally get one drink with your meal just ask for it. The flight attendants are very kind every time on this flight. Sometimes you get a joker too. The bathrooms always become quite disgusting but that's understandable on a 15 hour flight. I enjoyed my flight but will be flying Business class with my miles next flight."
"Delta Air Lines customer review","Flew CZM to ATL. We were supposed to leave on 28th January but didn't end up leaving until 30th January. This obviously wasn't the airlines fault so you cannot give them a worse score for the weather. We were complimentary upgraded to business class on this flight but since the plane had landed the night prior they didn't have the hot meal we received on the way down. They did however give us all the cookies and chips and any other snacks they had. Along with liquor. The seats were very comfortable and the flight attendants were very courteous. Overall a great flight."
"Delta Air Lines customer review","Rochester to Ft Lauderdale through Atlanta 3/6/14 - 3/9/14. I was very happy with two aspects and unhappy with one. We taxied from the gate in Atlanta found there were tornadoes in Florida and turned back to the gate. The speed with which we were told what happened and with which Delta decided to bring us back to the gate were beyond anything I've recently experienced from the airlines. I was very impressed with the kindness and quick solution when I got home after the trip realized I left a book on the plane called the airport held it for me and I got it back two days later. My one complaint was with the one hour line to get through TSA at 5 am March 9 in Ft Lauderdale-I think Delta blames this on TSA. Overall very satisfied with Delta."
"Delta Air Lines customer review","PHL-CDG-PHL on a Boeing 757ER. Went on a family vacation to Paris back in July 2013. Leaving Philly the flight left on time at 9pm and got to Paris 30 minutes early around 10.15am. Flight wasn't full so I went to an empty row to lay down for the almost 8hr flight. Each seat had TV's in the headrest and the plane had wifi but flying over the Atlantic ocean the wifi didn't. The food served wasn't the best and the complimentary breakfast was a joke they gave us OJ a banana and a blueberry muffin. Leaving Paris we had an hour delay because of a storm and when we finally boarded the plane we had another half hour delay because a family of 10 had a virus and were all forced to get off. My original seat flying from Paris was changed without any notification prior to the vacation. Luckily my mother checked the flights each day to make sure nothing bad happened to our flights. The flight was full minus the family who got kicked off the plane. For the almost 8hr flight you would think they would use a 2 aisle plane instead of one. My TV didn't work. For long haul flights I doubt I'll take Delta again."
"Delta Air Lines customer review","Feb 25th flight DL4884 DL4938 / March 4TH DL5355 DL892 DL4682. I had not ever flown with Delta before last week. I have been very impressed with the customer service as well as the price. Atlanta airport was daunting first time round but the second visit was much easier to work through."
"Delta Air Lines customer review","Flight 2395 PBI-LGA on a MD-88 aircraft on July 30th. Only positive was an on time flight. Thankful this flight wasn't any longer then it was. Experience was awful and I felt very unwelcome as if I was an inconvenience. Flight crew were young and seemed new to the airline industry. I assumed they'd be into their job and enthusiastic I experienced the complete opposite. No hello or goodbye while entering and deplaning the aircraft by any crew member. Ticket scanner while boarding was not working so the rude gate agent was checking the tickets by hand. Crew rushed through the safety announcement and we were in the air within 5 minutes. Ok legroom however the armrests where painful to rest your arm on. Restrooms in rear were out of order leaving everyone on the plane to have to all use the one restroom in first class. Took about 30 minutes to receive my luggage at baggage claim. Overall not a pleasant experience."
"Delta Air Lines customer review","I have flown Delta for years because I live in metro Detroit. I am a frequent flyer and am in many ways ""stuck"" but after this experience I am going to find an alternative. I am sure my business does not matter however I think if one person tells one other and so on perhaps customers can have a voice! It is a shame that people cannot be treated better!"
"Delta Air Lines customer review","CDG-MIN-DFW - great service - nice staff - managed to get me and my luggage in an 1 hour connection (got on the plane 15 min before take off)."
"Delta Air Lines customer review","I was travelling with my teenage son and 3 others on a flight to Boston. We received excellent service from everyone. The attendants encouraged our tall teenage boys to move to seats with more legroom as the flight was not full and supplied them with all the refreshments they asked for with a smile. They gave us great advise for when we landed. Extra cups of tea were not a problem and also came with delicious cookies! Our return flight a week later was even better with the same crew who were interested in our trip and how we had got on with the snowstorms. They again encouraged us to move for more room and once again all refreshments were served with a smile."
"Delta Air Lines customer review","Long and short of it is that it took a succession of 5 aircrafts last week to get from Detroit to Burlington VT. The first plane which left on time backed into a baggage cart. They couldn't find a crew for the replacement. Ended up spending the night in Detroit (at my expense) the 1st and 2nd aircraft the next morning both had mechanical issues. Customer Service in Detroit for the most part is the worst I've ever seen. Rude uninformed incompetent etc. Thanks to a fellow passenger who told me that a flight to Burlington had 14 empty seats I got home on aircraft #5. I usually fly Delta and have generally found their service to be very good. However they need to address the Customer Service issues in Detroit."
